person_id,distorted_img,reference_id,similarity,label
118_frontal,118_frontal_lowlight.jpg,118_frontal,0.9328289,1
118_frontal,118_frontal_lowlight.jpg,056_frontal,0.13137557,0
118_frontal,118_frontal_foggy.jpg,118_frontal,0.9348111,1
118_frontal,118_frontal_foggy.jpg,076_frontal,0.25333193,0
118_frontal,118_frontal_blurred.jpg,118_frontal,0.9933045,1
118_frontal,118_frontal_blurred.jpg,053_frontal,0.30273283,0
117_frontal,117_frontal_resized.jpg,117_frontal,0.9943602,1
117_frontal,117_frontal_rainy.jpg,117_frontal,0.84766746,1
117_frontal,117_frontal_rainy.jpg,020_frontal,-0.117935225,0
117_frontal,117_frontal_rainy.jpg,008_frontal,0.11547628,0
117_frontal,117_frontal_noisy.jpg,117_frontal,0.94154406,1
117_frontal,117_frontal_lowlight.jpg,117_frontal,0.9432632,1
117_frontal,117_frontal_foggy.jpg,117_frontal,0.9441525,1
117_frontal,117_frontal_blurred.jpg,117_frontal,0.99792755,1
115_frontal,115_frontal_resized.jpg,115_frontal,0.9976511,1
115_frontal,115_frontal_rainy.jpg,115_frontal,0.9647379,1
115_frontal,115_frontal_noisy.jpg,115_frontal,0.9891889,1
115_frontal,115_frontal_noisy.jpg,122_frontal,-0.25889045,0
115_frontal,115_frontal_lowlight.jpg,115_frontal,0.9656504,1
115_frontal,115_frontal_foggy.jpg,115_frontal,0.96429086,1
115_frontal,115_frontal_blurred.jpg,115_frontal,0.99703044,1
114_frontal,114_frontal_resized.jpg,114_frontal,0.99284494,1
114_frontal,114_frontal_resized.jpg,020_frontal,0.20676991,0
114_frontal,114_frontal_rainy.jpg,114_frontal,0.90665007,1
114_frontal,114_frontal_rainy.jpg,121_frontal,0.45381564,0
114_frontal,114_frontal_rainy.jpg,053_frontal,0.15561333,0
114_frontal,114_frontal_noisy.jpg,114_frontal,0.9741812,1
114_frontal,114_frontal_lowlight.jpg,114_frontal,0.978177,1
114_frontal,114_frontal_lowlight.jpg,042_frontal,0.36543474,0
114_frontal,114_frontal_foggy.jpg,114_frontal,0.9688991,1
114_frontal,114_frontal_foggy.jpg,004_frontal,0.3526586,0
114_frontal,114_frontal_foggy.jpg,124_frontal,0.24055207,0
114_frontal,114_frontal_blurred.jpg,114_frontal,0.99338436,1
113_frontal,113_frontal_resized.jpg,113_frontal,0.9963626,1
113_frontal,113_frontal_rainy.jpg,113_frontal,0.96204317,1
113_frontal,113_frontal_noisy.jpg,113_frontal,0.98949367,1
113_frontal,113_frontal_noisy.jpg,051_frontal,0.36364734,0
113_frontal,113_frontal_lowlight.jpg,113_frontal,0.9751205,1
113_frontal,113_frontal_foggy.jpg,113_frontal,0.96454716,1
113_frontal,113_frontal_blurred.jpg,113_frontal,0.9953789,1
110_frontal,110_frontal_sunny.jpg,110_frontal,0.42926204,1
110_frontal,110_frontal_resized.jpg,110_frontal,0.99849504,1
110_frontal,110_frontal_resized.jpg,064_frontal,0.080170974,0
110_frontal,110_frontal_rainy.jpg,110_frontal,0.9005636,1
110_frontal,110_frontal_noisy.jpg,110_frontal,0.95116806,1
110_frontal,110_frontal_lowlight.jpg,110_frontal,0.94696534,1
110_frontal,110_frontal_foggy.jpg,110_frontal,0.92125905,1
110_frontal,110_frontal_blurred.jpg,110_frontal,0.9958552,1
109_frontal,109_frontal_resized.jpg,109_frontal,0.9981377,1
109_frontal,109_frontal_rainy.jpg,109_frontal,0.9427898,1
109_frontal,109_frontal_noisy.jpg,109_frontal,0.9683758,1
109_frontal,109_frontal_lowlight.jpg,109_frontal,0.98110676,1
109_frontal,109_frontal_lowlight.jpg,076_frontal,-0.08651605,0
109_frontal,109_frontal_lowlight.jpg,128_frontal,0.29781258,0
109_frontal,109_frontal_foggy.jpg,109_frontal,0.9544211,1
109_frontal,109_frontal_blurred.jpg,109_frontal,0.99804693,1
107_frontal,107_frontal_resized.jpg,107_frontal,0.9914104,1
107_frontal,107_frontal_resized.jpg,117_frontal,0.12663919,0
107_frontal,107_frontal_resized.jpg,115_frontal,-0.029924572,0
107_frontal,107_frontal_rainy.jpg,107_frontal,0.8058696,1
107_frontal,107_frontal_noisy.jpg,107_frontal,0.89043,1
107_frontal,107_frontal_lowlight.jpg,107_frontal,0.9514404,1
107_frontal,107_frontal_lowlight.jpg,115_frontal,0.028189138,0
107_frontal,107_frontal_foggy.jpg,107_frontal,0.92190075,1
107_frontal,107_frontal_foggy.jpg,059_frontal,0.27040917,0
107_frontal,107_frontal_blurred.jpg,107_frontal,0.9904833,1
106_frontal,106_frontal_resized.jpg,106_frontal,0.99861646,1
106_frontal,106_frontal_rainy.jpg,106_frontal,0.9010425,1
106_frontal,106_frontal_noisy.jpg,106_frontal,0.94490606,1
106_frontal,106_frontal_lowlight.jpg,106_frontal,0.90113664,1
106_frontal,106_frontal_foggy.jpg,106_frontal,0.9555384,1
106_frontal,106_frontal_blurred.jpg,106_frontal,0.99401295,1
103_frontal,103_frontal_resized.jpg,103_frontal,0.99768513,1
103_frontal,103_frontal_rainy.jpg,103_frontal,0.8831481,1
103_frontal,103_frontal_noisy.jpg,103_frontal,0.9458343,1
103_frontal,103_frontal_noisy.jpg,067_frontal,0.112915516,0
103_frontal,103_frontal_lowlight.jpg,103_frontal,0.94178486,1
103_frontal,103_frontal_foggy.jpg,103_frontal,0.9043322,1
103_frontal,103_frontal_foggy.jpg,048_frontal,0.28621635,0
103_frontal,103_frontal_foggy.jpg,118_frontal,0.21499898,0
103_frontal,103_frontal_blurred.jpg,103_frontal,0.996691,1
102_frontal,102_frontal_sunny.jpg,102_frontal,0.694448,1
102_frontal,102_frontal_resized.jpg,102_frontal,0.99439,1
102_frontal,102_frontal_rainy.jpg,102_frontal,0.9527294,1
102_frontal,102_frontal_noisy.jpg,102_frontal,0.98433435,1
102_frontal,102_frontal_lowlight.jpg,102_frontal,0.9708555,1
102_frontal,102_frontal_foggy.jpg,102_frontal,0.9474758,1
102_frontal,102_frontal_blurred.jpg,102_frontal,0.9949941,1
102_frontal,102_frontal_blurred.jpg,021_frontal,-0.101239264,0
100_frontal,100_frontal_resized.jpg,100_frontal,0.99595773,1
100_frontal,100_frontal_rainy.jpg,100_frontal,0.8832147,1
100_frontal,100_frontal_noisy.jpg,100_frontal,0.916237,1
100_frontal,100_frontal_lowlight.jpg,100_frontal,0.9680375,1
100_frontal,100_frontal_lowlight.jpg,071_frontal,-0.1706881,0
100_frontal,100_frontal_foggy.jpg,100_frontal,0.9706246,1
100_frontal,100_frontal_blurred.jpg,100_frontal,0.9959548,1
099_frontal,099_frontal_resized.jpg,099_frontal,0.9983092,1
099_frontal,099_frontal_rainy.jpg,099_frontal,0.91071224,1
099_frontal,099_frontal_noisy.jpg,099_frontal,0.97186375,1
099_frontal,099_frontal_lowlight.jpg,099_frontal,0.9287969,1
099_frontal,099_frontal_foggy.jpg,099_frontal,0.9721449,1
099_frontal,099_frontal_foggy.jpg,113_frontal,0.13760188,0
099_frontal,099_frontal_blurred.jpg,099_frontal,0.9967238,1
099_frontal,099_frontal_blurred.jpg,022_frontal,-0.18237041,0
096_frontal,096_frontal_sunny.jpg,096_frontal,0.5371494,1
096_frontal,096_frontal_resized.jpg,096_frontal,0.99827904,1
096_frontal,096_frontal_resized.jpg,011_frontal,0.20534825,0
096_frontal,096_frontal_rainy.jpg,096_frontal,0.9484299,1
096_frontal,096_frontal_rainy.jpg,001_frontal,0.086335145,0
096_frontal,096_frontal_noisy.jpg,096_frontal,0.9734697,1
096_frontal,096_frontal_lowlight.jpg,096_frontal,0.9619696,1
096_frontal,096_frontal_lowlight.jpg,092_frontal,-1.771748e-05,0
096_frontal,096_frontal_foggy.jpg,096_frontal,0.946245,1
096_frontal,096_frontal_blurred.jpg,096_frontal,0.9981225,1
095_frontal,095_frontal_resized.jpg,095_frontal,0.9985219,1
095_frontal,095_frontal_rainy.jpg,095_frontal,0.91263515,1
095_frontal,095_frontal_noisy.jpg,095_frontal,0.9448137,1
095_frontal,095_frontal_lowlight.jpg,095_frontal,0.9607097,1
095_frontal,095_frontal_foggy.jpg,095_frontal,0.90159607,1
095_frontal,095_frontal_blurred.jpg,095_frontal,0.994077,1
094_frontal,094_frontal_resized.jpg,094_frontal,0.9965744,1
094_frontal,094_frontal_resized.jpg,053_frontal,-0.14008924,0
094_frontal,094_frontal_rainy.jpg,094_frontal,0.93684053,1
094_frontal,094_frontal_noisy.jpg,094_frontal,0.9724217,1
094_frontal,094_frontal_lowlight.jpg,094_frontal,0.9572644,1
094_frontal,094_frontal_foggy.jpg,094_frontal,0.9623938,1
094_frontal,094_frontal_blurred.jpg,094_frontal,0.99430263,1
093_frontal,093_frontal_resized.jpg,093_frontal,0.99523723,1
093_frontal,093_frontal_rainy.jpg,093_frontal,0.92985797,1
093_frontal,093_frontal_rainy.jpg,038_frontal,0.019284636,0
093_frontal,093_frontal_noisy.jpg,093_frontal,0.9744865,1
093_frontal,093_frontal_lowlight.jpg,093_frontal,0.9454193,1
093_frontal,093_frontal_lowlight.jpg,002_frontal,0.13529694,0
093_frontal,093_frontal_foggy.jpg,093_frontal,0.95933896,1
093_frontal,093_frontal_blurred.jpg,093_frontal,0.99410915,1
092_frontal,092_frontal_sunny.jpg,092_frontal,0.6837516,1
092_frontal,092_frontal_resized.jpg,092_frontal,0.9983113,1
092_frontal,092_frontal_rainy.jpg,092_frontal,0.9558666,1
092_frontal,092_frontal_rainy.jpg,085_frontal,0.15284681,0
092_frontal,092_frontal_noisy.jpg,092_frontal,0.97207296,1
092_frontal,092_frontal_noisy.jpg,121_frontal,0.3214195,0
092_frontal,092_frontal_lowlight.jpg,092_frontal,0.9706861,1
092_frontal,092_frontal_lowlight.jpg,013_frontal,0.042262856,0
092_frontal,092_frontal_foggy.jpg,092_frontal,0.97483087,1
092_frontal,092_frontal_blurred.jpg,092_frontal,0.9974714,1
090_frontal,090_frontal_resized.jpg,090_frontal,0.9981965,1
090_frontal,090_frontal_rainy.jpg,090_frontal,0.9492869,1
090_frontal,090_frontal_noisy.jpg,090_frontal,0.9755089,1
090_frontal,090_frontal_lowlight.jpg,090_frontal,0.96723545,1
090_frontal,090_frontal_lowlight.jpg,008_frontal,0.061730474,0
090_frontal,090_frontal_foggy.jpg,090_frontal,0.93843985,1
090_frontal,090_frontal_blurred.jpg,090_frontal,0.9951792,1
089_frontal,089_frontal_resized.jpg,089_frontal,0.9980173,1
089_frontal,089_frontal_resized.jpg,025_frontal,-0.017684804,0
089_frontal,089_frontal_resized.jpg,036_frontal,0.06462165,0
089_frontal,089_frontal_rainy.jpg,089_frontal,0.9247243,1
089_frontal,089_frontal_rainy.jpg,062_frontal,0.18655574,0
089_frontal,089_frontal_noisy.jpg,089_frontal,0.9591558,1
089_frontal,089_frontal_lowlight.jpg,089_frontal,0.9727017,1
089_frontal,089_frontal_foggy.jpg,089_frontal,0.9390794,1
089_frontal,089_frontal_blurred.jpg,089_frontal,0.9978589,1
089_frontal,089_frontal_blurred.jpg,031_frontal,0.043420985,0
088_frontal,088_frontal_sunny.jpg,088_frontal,0.5895859,1
088_frontal,088_frontal_sunny.jpg,121_frontal,-0.101496816,0
088_frontal,088_frontal_resized.jpg,088_frontal,0.99623126,1
088_frontal,088_frontal_rainy.jpg,088_frontal,0.9151268,1
088_frontal,088_frontal_noisy.jpg,088_frontal,0.9747853,1
088_frontal,088_frontal_lowlight.jpg,088_frontal,0.9470651,1
088_frontal,088_frontal_foggy.jpg,088_frontal,0.93476427,1
088_frontal,088_frontal_foggy.jpg,039_frontal,-0.10161711,0
088_frontal,088_frontal_blurred.jpg,088_frontal,0.9946079,1
087_frontal,087_frontal_resized.jpg,087_frontal,0.9983029,1
087_frontal,087_frontal_rainy.jpg,087_frontal,0.89176345,1
087_frontal,087_frontal_noisy.jpg,087_frontal,0.9598601,1
087_frontal,087_frontal_lowlight.jpg,087_frontal,0.97061765,1
087_frontal,087_frontal_foggy.jpg,087_frontal,0.9672856,1
087_frontal,087_frontal_blurred.jpg,087_frontal,0.99385667,1
087_frontal,087_frontal_blurred.jpg,011_frontal,-0.010570573,0
086_frontal,086_frontal_resized.jpg,086_frontal,0.9964296,1
086_frontal,086_frontal_resized.jpg,042_frontal,0.090329945,0
086_frontal,086_frontal_rainy.jpg,086_frontal,0.8848219,1
086_frontal,086_frontal_noisy.jpg,086_frontal,0.9057225,1
086_frontal,086_frontal_lowlight.jpg,086_frontal,0.97327054,1
086_frontal,086_frontal_foggy.jpg,086_frontal,0.9435667,1
086_frontal,086_frontal_foggy.jpg,089_frontal,-0.116121165,0
086_frontal,086_frontal_blurred.jpg,086_frontal,0.9962648,1
085_frontal,085_frontal_sunny.jpg,085_frontal,0.51782995,1
085_frontal,085_frontal_sunny.jpg,090_frontal,0.14022009,0
085_frontal,085_frontal_sunny.jpg,002_frontal,-0.25928456,0
085_frontal,085_frontal_resized.jpg,085_frontal,0.9935405,1
085_frontal,085_frontal_rainy.jpg,085_frontal,0.88744456,1
085_frontal,085_frontal_noisy.jpg,085_frontal,0.9289753,1
085_frontal,085_frontal_lowlight.jpg,085_frontal,0.937315,1
085_frontal,085_frontal_foggy.jpg,085_frontal,0.93929386,1
085_frontal,085_frontal_blurred.jpg,085_frontal,0.9768887,1
082_frontal,082_frontal_sunny.jpg,082_frontal,0.35037553,1
082_frontal,082_frontal_resized.jpg,082_frontal,0.9978599,1
082_frontal,082_frontal_rainy.jpg,082_frontal,0.909721,1
082_frontal,082_frontal_rainy.jpg,060_frontal,0.28421885,0
082_frontal,082_frontal_noisy.jpg,082_frontal,0.9611701,1
082_frontal,082_frontal_lowlight.jpg,082_frontal,0.9603944,1
082_frontal,082_frontal_lowlight.jpg,103_frontal,0.36767846,0
082_frontal,082_frontal_foggy.jpg,082_frontal,0.93569374,1
082_frontal,082_frontal_blurred.jpg,082_frontal,0.9985308,1
081_frontal,081_frontal_resized.jpg,081_frontal,0.9977602,1
081_frontal,081_frontal_rainy.jpg,081_frontal,0.9347695,1
081_frontal,081_frontal_rainy.jpg,004_frontal,-0.24479261,0
081_frontal,081_frontal_noisy.jpg,081_frontal,0.98073626,1
081_frontal,081_frontal_noisy.jpg,021_frontal,0.14451125,0
081_frontal,081_frontal_lowlight.jpg,081_frontal,0.95371467,1
081_frontal,081_frontal_foggy.jpg,081_frontal,0.9290322,1
081_frontal,081_frontal_foggy.jpg,118_frontal,-0.09318405,0
081_frontal,081_frontal_blurred.jpg,081_frontal,0.99693143,1
076_frontal,076_frontal_sunny.jpg,076_frontal,-0.1544476,1
076_frontal,076_frontal_sunny.jpg,007_frontal,0.09169124,0
076_frontal,076_frontal_sunny.jpg,063_frontal,-0.0063465117,0
076_frontal,076_frontal_resized.jpg,076_frontal,0.9946207,1
076_frontal,076_frontal_rainy.jpg,076_frontal,0.9486656,1
076_frontal,076_frontal_noisy.jpg,076_frontal,0.9765979,1
076_frontal,076_frontal_noisy.jpg,092_frontal,0.16742356,0
076_frontal,076_frontal_noisy.jpg,128_frontal,0.04319039,0
076_frontal,076_frontal_lowlight.jpg,076_frontal,0.9394282,1
076_frontal,076_frontal_foggy.jpg,076_frontal,0.9439843,1
076_frontal,076_frontal_foggy.jpg,102_frontal,-0.0029967409,0
076_frontal,076_frontal_blurred.jpg,076_frontal,0.9961353,1
075_frontal,075_frontal_resized.jpg,075_frontal,0.9959317,1
075_frontal,075_frontal_rainy.jpg,075_frontal,0.92011553,1
075_frontal,075_frontal_noisy.jpg,075_frontal,0.9631547,1
075_frontal,075_frontal_lowlight.jpg,075_frontal,0.98000324,1
075_frontal,075_frontal_foggy.jpg,075_frontal,0.9411847,1
075_frontal,075_frontal_blurred.jpg,075_frontal,0.99559176,1
072_frontal,072_frontal_resized.jpg,072_frontal,0.9957962,1
072_frontal,072_frontal_rainy.jpg,072_frontal,0.9144525,1
072_frontal,072_frontal_noisy.jpg,072_frontal,0.9654258,1
072_frontal,072_frontal_lowlight.jpg,072_frontal,0.958499,1
072_frontal,072_frontal_foggy.jpg,072_frontal,0.9645608,1
072_frontal,072_frontal_foggy.jpg,051_frontal,0.0931893,0
072_frontal,072_frontal_blurred.jpg,072_frontal,0.99901366,1
072_frontal,072_frontal_blurred.jpg,039_frontal,0.20898733,0
071_frontal,071_frontal_resized.jpg,071_frontal,0.9977561,1
071_frontal,071_frontal_rainy.jpg,071_frontal,0.9143921,1
071_frontal,071_frontal_rainy.jpg,106_frontal,-0.096205585,0
071_frontal,071_frontal_rainy.jpg,093_frontal,0.16658553,0
071_frontal,071_frontal_noisy.jpg,071_frontal,0.9689561,1
071_frontal,071_frontal_lowlight.jpg,071_frontal,0.9543306,1
071_frontal,071_frontal_foggy.jpg,071_frontal,0.9488563,1
071_frontal,071_frontal_foggy.jpg,086_frontal,0.005392044,0
071_frontal,071_frontal_blurred.jpg,071_frontal,0.9957589,1
071_frontal,071_frontal_blurred.jpg,027_frontal,0.21055661,0
068_frontal,068_frontal_resized.jpg,068_frontal,0.997807,1
068_frontal,068_frontal_rainy.jpg,068_frontal,0.91858363,1
068_frontal,068_frontal_noisy.jpg,068_frontal,0.96791774,1
068_frontal,068_frontal_lowlight.jpg,068_frontal,0.95422375,1
068_frontal,068_frontal_foggy.jpg,068_frontal,0.9690708,1
068_frontal,068_frontal_foggy.jpg,118_frontal,0.22407442,0
068_frontal,068_frontal_blurred.jpg,068_frontal,0.99669504,1
067_frontal,067_frontal_resized.jpg,067_frontal,0.99583125,1
067_frontal,067_frontal_resized.jpg,060_frontal,-0.008398341,0
067_frontal,067_frontal_rainy.jpg,067_frontal,0.92624927,1
067_frontal,067_frontal_noisy.jpg,067_frontal,0.9528033,1
067_frontal,067_frontal_lowlight.jpg,067_frontal,0.9683877,1
067_frontal,067_frontal_lowlight.jpg,032_frontal,0.38099387,0
067_frontal,067_frontal_foggy.jpg,067_frontal,0.95366025,1
067_frontal,067_frontal_blurred.jpg,067_frontal,0.9964458,1
066_frontal,066_frontal_resized.jpg,066_frontal,0.9980138,1
066_frontal,066_frontal_rainy.jpg,066_frontal,0.8998126,1
066_frontal,066_frontal_noisy.jpg,066_frontal,0.94320196,1
066_frontal,066_frontal_lowlight.jpg,066_frontal,0.9709649,1
066_frontal,066_frontal_foggy.jpg,066_frontal,0.9472788,1
066_frontal,066_frontal_blurred.jpg,066_frontal,0.9987229,1
065_frontal,065_frontal_resized.jpg,065_frontal,0.99924797,1
065_frontal,065_frontal_rainy.jpg,065_frontal,0.9368186,1
065_frontal,065_frontal_noisy.jpg,065_frontal,0.97181076,1
065_frontal,065_frontal_lowlight.jpg,065_frontal,0.96498036,1
065_frontal,065_frontal_foggy.jpg,065_frontal,0.9578397,1
065_frontal,065_frontal_blurred.jpg,065_frontal,0.9937743,1
065_frontal,065_frontal_blurred.jpg,107_frontal,-0.06218519,0
064_frontal,064_frontal_resized.jpg,064_frontal,0.9982669,1
064_frontal,064_frontal_rainy.jpg,064_frontal,0.93081415,1
064_frontal,064_frontal_rainy.jpg,068_frontal,0.14898139,0
064_frontal,064_frontal_noisy.jpg,064_frontal,0.9760986,1
064_frontal,064_frontal_noisy.jpg,019_frontal,0.13410078,0
064_frontal,064_frontal_lowlight.jpg,064_frontal,0.95093787,1
064_frontal,064_frontal_foggy.jpg,064_frontal,0.9594095,1
064_frontal,064_frontal_blurred.jpg,064_frontal,0.9984095,1
063_frontal,063_frontal_resized.jpg,063_frontal,0.99825084,1
063_frontal,063_frontal_rainy.jpg,063_frontal,0.9238821,1
063_frontal,063_frontal_noisy.jpg,063_frontal,0.95284444,1
063_frontal,063_frontal_lowlight.jpg,063_frontal,0.96355796,1
063_frontal,063_frontal_foggy.jpg,063_frontal,0.9295231,1
063_frontal,063_frontal_blurred.jpg,063_frontal,0.9971786,1
063_frontal,063_frontal_blurred.jpg,030_frontal,0.18459737,0
063_frontal,063_frontal_blurred.jpg,099_frontal,-0.14465126,0
062_frontal,062_frontal_resized.jpg,062_frontal,0.9983105,1
062_frontal,062_frontal_rainy.jpg,062_frontal,0.9077538,1
062_frontal,062_frontal_noisy.jpg,062_frontal,0.9603396,1
062_frontal,062_frontal_noisy.jpg,029_frontal,-0.010864431,0
062_frontal,062_frontal_lowlight.jpg,062_frontal,0.9734254,1
062_frontal,062_frontal_foggy.jpg,062_frontal,0.9648296,1
062_frontal,062_frontal_blurred.jpg,062_frontal,0.99812984,1
062_frontal,062_frontal_blurred.jpg,095_frontal,-0.064312845,0
060_frontal,060_frontal_resized.jpg,060_frontal,0.99363625,1
060_frontal,060_frontal_resized.jpg,088_frontal,0.072898075,0
060_frontal,060_frontal_resized.jpg,110_frontal,0.003957061,0
060_frontal,060_frontal_rainy.jpg,060_frontal,0.8708383,1
060_frontal,060_frontal_noisy.jpg,060_frontal,0.9474666,1
060_frontal,060_frontal_lowlight.jpg,060_frontal,0.9651599,1
060_frontal,060_frontal_foggy.jpg,060_frontal,0.95347613,1
060_frontal,060_frontal_blurred.jpg,060_frontal,0.988685,1
059_frontal,059_frontal_resized.jpg,059_frontal,0.99727947,1
059_frontal,059_frontal_resized.jpg,121_frontal,0.17718923,0
059_frontal,059_frontal_rainy.jpg,059_frontal,0.8846842,1
059_frontal,059_frontal_noisy.jpg,059_frontal,0.8948692,1
059_frontal,059_frontal_noisy.jpg,036_frontal,0.12186673,0
059_frontal,059_frontal_noisy.jpg,019_frontal,0.036206763,0
059_frontal,059_frontal_lowlight.jpg,059_frontal,0.92913336,1
059_frontal,059_frontal_foggy.jpg,059_frontal,0.90190697,1
059_frontal,059_frontal_blurred.jpg,059_frontal,0.996619,1
057_frontal,057_frontal_resized.jpg,057_frontal,0.9975804,1
057_frontal,057_frontal_rainy.jpg,057_frontal,0.958697,1
057_frontal,057_frontal_noisy.jpg,057_frontal,0.9831504,1
057_frontal,057_frontal_noisy.jpg,039_frontal,0.081140704,0
057_frontal,057_frontal_lowlight.jpg,057_frontal,0.96833956,1
057_frontal,057_frontal_lowlight.jpg,042_frontal,-0.020835873,0
057_frontal,057_frontal_foggy.jpg,057_frontal,0.9723073,1
057_frontal,057_frontal_blurred.jpg,057_frontal,0.9950058,1
057_frontal,057_frontal_blurred.jpg,122_frontal,0.072949365,0
056_frontal,056_frontal_resized.jpg,056_frontal,0.993361,1
056_frontal,056_frontal_rainy.jpg,056_frontal,0.84920233,1
056_frontal,056_frontal_noisy.jpg,056_frontal,0.9356388,1
056_frontal,056_frontal_lowlight.jpg,056_frontal,0.9323852,1
056_frontal,056_frontal_foggy.jpg,056_frontal,0.9176075,1
056_frontal,056_frontal_blurred.jpg,056_frontal,0.9904063,1
056_frontal,056_frontal_blurred.jpg,032_frontal,0.13510042,0
055_frontal,055_frontal_resized.jpg,055_frontal,0.99528426,1
055_frontal,055_frontal_resized.jpg,072_frontal,0.1663437,0
055_frontal,055_frontal_rainy.jpg,055_frontal,0.81544197,1
055_frontal,055_frontal_noisy.jpg,055_frontal,0.9206697,1
055_frontal,055_frontal_noisy.jpg,124_frontal,0.04244266,0
055_frontal,055_frontal_lowlight.jpg,055_frontal,0.93770456,1
055_frontal,055_frontal_foggy.jpg,055_frontal,0.9382583,1
055_frontal,055_frontal_blurred.jpg,055_frontal,0.99507475,1
055_frontal,055_frontal_blurred.jpg,043_frontal,0.23212032,0
054_frontal,054_frontal_resized.jpg,054_frontal,0.9948084,1
054_frontal,054_frontal_rainy.jpg,054_frontal,0.92478824,1
054_frontal,054_frontal_rainy.jpg,109_frontal,0.073851764,0
